match_id,season,date,venue,team1,team2,toss_winner,toss_decision,innings1_team,innings1_score,innings1_wickets,innings1_overs,innings2_team,innings2_score,innings2_wickets,innings2_overs,winner,margin,margin_type,day_night,nrr_team1,nrr_team2
107,2009,2009-03-04,"Narendra Modi Stadium, Ahmedabad",Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,field,Lucknow Super Giants,156,6,19.0,Mumbai Indians,147,5,15.4,Mumbai Indians,5,wickets,True,-1.348,1.348
108,2009,2009-04-01,"Ekana Cricket Stadium, Lucknow",Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Chennai Super Kings,211,9,18.3,Kolkata Knight Riders,135,5,12.1,Kolkata Knight Riders,5,wickets,False,0.335,-0.335
109,2009,2009-04-29,"Ekana Cricket Stadium, Lucknow",Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Chennai Super Kings,220,6,18.9,Kolkata Knight Riders,225,4,15.3,Chennai Super Kings,5,runs,False,-3.066,3.066
110,2009,2009-03-24,"Rajiv Gandhi International Stadium, Hyderabad",Chennai Super Kings,Gujarat Titans,Chennai Super Kings,bat,Chennai Super Kings,212,3,19.8,Gujarat Titans,182,4,10.5,Gujarat Titans,6,wickets,True,-6.647,6.647
111,2009,2009-04-29,"Rajiv Gandhi International Stadium, Hyderabad",Punjab Kings,Delhi Capitals,Delhi Capitals,field,Punjab Kings,211,3,19.8,Delhi Capitals,159,4,16.4,Delhi Capitals,6,wickets,False,0.93,-0.93
112,2009,2009-04-10,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,Lucknow Super Giants,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,207,3,18.3,Lucknow Super Giants,198,6,13.9,Lucknow Super Giants,4,wickets,True,-2.906,2.906
113,2009,2009-03-20,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,Kolkata Knight Riders,192,6,18.9,Sunrisers Hyderabad,172,9,13.4,Sunrisers Hyderabad,1,wickets,False,-2.676,2.676
114,2009,2009-03-09,"Wankhede Stadium, Mumbai",Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,bat,Gujarat Titans,151,9,19.5,Lucknow Super Giants,121,9,15.3,Lucknow Super Giants,1,wickets,True,-0.157,0.157
115,2009,2009-03-13,"Eden Gardens, Kolkata",Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,field,Kolkata Knight Riders,163,5,19.1,Lucknow Super Giants,102,7,15.1,Lucknow Super Giants,3,wickets,True,1.764,-1.764
116,2009,2009-04-20,"Eden Gardens, Kolkata",Punjab Kings,Chennai Super Kings,Chennai Super Kings,bat,Punjab Kings,171,5,18.3,Chennai Super Kings,204,1,16.7,Punjab Kings,33,runs,True,-2.865,2.865
117,2009,2009-04-08,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,bat,Royal Challengers Bengaluru,137,8,19.7,Mumbai Indians,192,3,16.7,Royal Challengers Bengaluru,55,runs,False,-4.565,4.565
118,2009,2009-04-18,"M. Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,Chennai Super Kings,220,9,18.4,Punjab Kings,224,5,17.0,Chennai Super Kings,4,runs,True,-1.212,1.212
119,2009,2009-04-26,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,198,9,18.8,Punjab Kings,146,7,10.2,Punjab Kings,3,wickets,True,-3.736,3.736
120,2009,2009-04-10,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,Gujarat Titans,Punjab Kings,field,Punjab Kings,213,8,18.6,Gujarat Titans,208,5,14.9,Gujarat Titans,5,wickets,True,-2.537,2.537
121,2009,2009-03-14,"Ekana Cricket Stadium, Lucknow",Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bengaluru,154,8,20.0,Sunrisers Hyderabad,83,7,17.6,Sunrisers Hyderabad,3,wickets,True,3.013,-3.013
122,2009,2009-04-24,"M. Chinnaswamy Stadium, Bengaluru",Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Delhi Capitals,189,4,18.5,Rajasthan Royals,149,6,14.1,Rajasthan Royals,4,wickets,False,-0.36,0.36
123,2009,2009-04-04,"M.A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,Gujarat Titans,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,124,4,19.6,Gujarat Titans,100,8,11.4,Gujarat Titans,2,wickets,True,-2.457,2.457
124,2009,2009-04-03,"Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Kolkata Knight Riders,224,3,18.8,Chennai Super Kings,140,6,19.3,Chennai Super Kings,4,wickets,True,4.643,-4.643
125,2009,2009-03-13,"Rajiv Gandhi International Stadium, Hyderabad",Gujarat Titans,Chennai Super Kings,Gujarat Titans,bat,Gujarat Titans,172,9,19.3,Chennai Super Kings,147,2,18.3,Chennai Super Kings,8,wickets,False,0.878,-0.878
126,2009,2009-04-22,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,Delhi Capitals,207,7,20.0,Rajasthan Royals,83,9,15.2,Rajasthan Royals,1,wickets,False,4.885,-4.885
127,2009,2009-04-25,"Eden Gardens, Kolkata",Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,bat,Lucknow Super Giants,139,5,18.1,Chennai Super Kings,135,7,13.5,Chennai Super Kings,3,wickets,True,-2.297,2.297
128,2009,2009-04-26,"Sawai Mansingh Stadium, Jaipur",Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,Gujarat Titans,145,7,19.6,Lucknow Super Giants,105,5,18.9,Lucknow Super Giants,5,wickets,False,1.85,-1.85
129,2009,2009-03-02,"M.A. Chidambaram Stadium, Chennai",Mumbai Indians,Gujarat Titans,Mumbai Indians,field,Mumbai Indians,150,2,18.1,Gujarat Titans,114,1,14.4,Gujarat Titans,9,wickets,True,0.348,-0.348
130,2009,2009-03-03,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,Kolkata Knight Riders,122,3,19.7,Punjab Kings,120,8,15.4,Punjab Kings,2,wickets,True,-1.611,1.611
131,2009,2009-03-07,"Rajiv Gandhi International Stadium, Hyderabad",Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,bat,Kolkata Knight Riders,156,8,19.0,Lucknow Super Giants,160,7,14.6,Kolkata Knight Riders,4,runs,True,-2.717,2.717
132,2009,2009-04-29,"Rajiv Gandhi International Stadium, Hyderabad",Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Delhi Capitals,203,2,18.4,Royal Challengers Bengaluru,104,2,18.2,Royal Challengers Bengaluru,8,wickets,True,5.357,-5.357
133,2009,2009-04-07,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,220,5,19.8,Chennai Super Kings,222,9,18.7,Sunrisers Hyderabad,2,runs,False,-0.714,0.714
134,2010,2010-04-02,"M. Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,120,6,19.1,Punjab Kings,137,8,17.1,Rajasthan Royals,17,runs,False,-1.727,1.727
135,2010,2010-04-08,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,Gujarat Titans,Gujarat Titans,bat,Punjab Kings,151,5,19.5,Gujarat Titans,95,8,15.6,Gujarat Titans,2,wickets,True,1.652,-1.652
136,2010,2010-04-19,"Eden Gardens, Kolkata",Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,Delhi Capitals,190,7,18.1,Chennai Super Kings,134,1,12.1,Chennai Super Kings,9,wickets,True,-0.575,0.575
137,2010,2010-03-06,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,211,5,19.9,Chennai Super Kings,151,1,12.2,Chennai Super Kings,9,wickets,True,-1.808,1.808
138,2010,2010-03-10,"M. Chinnaswamy Stadium, Bengaluru",Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Punjab Kings,165,3,18.8,Royal Challengers Bengaluru,158,2,11.3,Royal Challengers Bengaluru,8,wickets,True,-5.169,5.169
139,2010,2010-04-03,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,bat,Lucknow Super Giants,157,4,19.2,Kolkata Knight Riders,142,2,18.9,Kolkata Knight Riders,8,wickets,True,0.648,-0.648
140,2010,2010-03-29,"M.A. Chidambaram Stadium, Chennai",Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,Chennai Super Kings,164,2,19.7,Punjab Kings,224,7,18.2,Chennai Super Kings,60,runs,True,-3.986,3.986
141,2010,2010-03-15,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,171,9,19.2,Kolkata Knight Riders,217,8,11.7,Mumbai Indians,46,runs,True,-9.614,9.614
142,2010,2010-04-03,"Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,bat,Lucknow Super Giants,208,5,19.2,Rajasthan Royals,150,2,13.2,Rajasthan Royals,8,wickets,False,-0.504,0.504
143,2010,2010-04-12,"Arun Jaitley Stadium, Delhi",Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Gujarat Titans,193,5,18.9,Sunrisers Hyderabad,200,6,19.3,Gujarat Titans,7,runs,True,-0.148,0.148
144,2010,2010-03-11,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Kolkata Knight Riders,162,5,19.3,Punjab Kings,132,5,13.2,Punjab Kings,5,wickets,True,-1.608,1.608
145,2010,2010-04-24,"M.A. Chidambaram Stadium, Chennai",Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,226,5,18.4,Rajasthan Royals,197,6,17.6,Rajasthan Royals,4,wickets,False,1.042,-1.042
146,2010,2010-04-01,"Arun Jaitley Stadium, Delhi",Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,field,Lucknow Super Giants,229,2,19.9,Gujarat Titans,207,4,19.2,Gujarat Titans,6,wickets,True,0.753,-0.753
147,2010,2010-03-01,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Delhi Capitals,129,2,19.5,Mumbai Indians,102,8,15.0,Mumbai Indians,2,wickets,True,-0.196,0.196
148,2010,2010-03-15,"Eden Gardens, Kolkata",Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Delhi Capitals,228,4,19.1,Sunrisers Hyderabad,88,3,11.6,Sunrisers Hyderabad,7,wickets,True,4.336,-4.336
149,2010,2010-03-03,"Ekana Cricket Stadium, Lucknow",Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,Delhi Capitals,207,8,18.4,Chennai Super Kings,219,6,18.8,Delhi Capitals,12,runs,True,-0.395,0.395
150,2010,2010-03-04,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,field,Kolkata Knight Riders,190,9,19.2,Gujarat Titans,216,4,13.7,Kolkata Knight Riders,26,runs,True,-5.878,5.878
151,2010,2010-03-21,"Narendra Modi Stadium, Ahmedabad",Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,bat,Lucknow Super Giants,197,4,19.7,Sunrisers Hyderabad,89,1,15.2,Sunrisers Hyderabad,9,wickets,True,4.122,-4.122
152,2010,2010-03-05,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,Delhi Capitals,206,6,18.1,Chennai Super Kings,167,5,15.2,Chennai Super Kings,5,wickets,False,0.423,-0.423
153,2010,2010-04-19,"Eden Gardens, Kolkata",Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Chennai Super Kings,176,9,18.8,Delhi Capitals,113,8,19.7,Delhi Capitals,2,wickets,False,3.634,-3.634
154,2010,2010-04-02,"Punjab Cricket Association Stadium, Mohali",Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,Gujarat Titans,134,5,18.1,Lucknow Super Giants,110,5,19.9,Lucknow Super Giants,5,wickets,True,1.897,-1.897
155,2010,2010-03-25,"Eden Gardens, Kolkata",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Chennai Super Kings,162,2,19.9,Sunrisers Hyderabad,194,8,11.2,Chennai Super Kings,32,runs,False,-9.208,9.208
156,2010,2010-03-10,"Arun Jaitley Stadium, Delhi",Gujarat Titans,Chennai Super Kings,Gujarat Titans,field,Gujarat Titans,215,6,18.8,Chennai Super Kings,198,5,10.6,Chennai Super Kings,5,wickets,True,-7.185,7.185
157,2010,2010-04-25,"M. Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,Sunrisers Hyderabad,141,2,19.7,Chennai Super Kings,99,7,18.3,Chennai Super Kings,3,wickets,True,1.735,-1.735
158,2010,2010-04-15,"M.A. Chidambaram Stadium, Chennai",Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,field,Kolkata Knight Riders,153,6,19.1,Lucknow Super Giants,224,9,19.7,Kolkata Knight Riders,71,runs,True,-3.344,3.344
159,2010,2010-03-27,"Eden Gardens, Kolkata",Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,Rajasthan Royals,141,5,18.2,Lucknow Super Giants,188,1,17.8,Rajasthan Royals,47,runs,True,-2.807,2.807
160,2010,2010-04-29,"Wankhede Stadium, Mumbai",Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,Punjab Kings,214,3,20.0,Sunrisers Hyderabad,202,2,15.2,Sunrisers Hyderabad,8,wickets,True,-2.601,2.601
161,2010,2010-04-19,"Wankhede Stadium, Mumbai",Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,bat,Mumbai Indians,222,2,18.4,Royal Challengers Bengaluru,102,6,19.1,Royal Challengers Bengaluru,4,wickets,True,6.738,-6.738
162,2010,2010-03-13,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Sunrisers Hyderabad,191,8,19.9,Royal Challengers Bengaluru,99,4,10.9,Royal Challengers Bengaluru,6,wickets,False,0.521,-0.521
163,2010,2010-03-13,"Eden Gardens, Kolkata",Delhi Capitals,Lucknow Super Giants,Delhi Capitals,field,Delhi Capitals,133,6,18.4,Lucknow Super Giants,172,3,16.5,Delhi Capitals,39,runs,True,-3.162,3.162
164,2010,2010-03-15,"Rajiv Gandhi International Stadium, Hyderabad",Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Sunrisers Hyderabad,198,9,18.4,Royal Challengers Bengaluru,203,1,15.0,Sunrisers Hyderabad,5,runs,True,-2.78,2.78
165,2010,2010-04-19,"Ekana Cricket Stadium, Lucknow",Rajasthan Royals,Gujarat Titans,Rajasthan Royals,bat,Rajasthan Royals,176,5,18.8,Gujarat Titans,225,1,15.9,Rajasthan Royals,49,runs,False,-4.785,4.785
166,2010,2010-04-23,"Ekana Cricket Stadium, Lucknow",Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Delhi Capitals,174,9,19.0,Mumbai Indians,187,1,18.2,Delhi Capitals,13,runs,True,-1.081,1.081
167,2010,2010-04-11,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,Rajasthan Royals,204,7,18.7,Gujarat Titans,145,6,16.7,Gujarat Titans,4,wickets,True,2.239,-2.239
168,2010,2010-03-06,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,Delhi Capitals,125,7,18.9,Rajasthan Royals,159,2,17.5,Delhi Capitals,34,runs,False,-2.504,2.504
169,2010,2010-03-09,"Rajiv Gandhi International Stadium, Hyderabad",Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,Punjab Kings,200,4,18.2,Kolkata Knight Riders,94,9,11.5,Kolkata Knight Riders,1,wickets,False,2.833,-2.833
170,2010,2010-03-08,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Delhi Capitals,138,7,18.4,Royal Challengers Bengaluru,192,4,14.8,Delhi Capitals,54,runs,False,-5.467,5.467
171,2010,2010-03-24,"M.A. Chidambaram Stadium, Chennai",Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Kolkata Knight Riders,211,7,18.1,Royal Challengers Bengaluru,143,5,17.8,Royal Challengers Bengaluru,5,wickets,True,3.608,-3.608
172,2010,2010-04-22,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Rajasthan Royals,157,4,18.4,Chennai Super Kings,114,5,13.9,Chennai Super Kings,5,wickets,False,0.365,-0.365
173,2010,2010-03-27,"M. Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Kolkata Knight Riders,121,5,18.6,Chennai Super Kings,209,4,12.4,Kolkata Knight Riders,88,runs,True,-10.406,10.406
174,2010,2010-03-14,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Kolkata Knight Riders,188,9,19.2,Rajasthan Royals,146,9,19.1,Rajasthan Royals,1,wickets,True,2.128,-2.128
175,2010,2010-04-04,"Wankhede Stadium, Mumbai",Punjab Kings,Mumbai Indians,Mumbai Indians,bat,Punjab Kings,171,5,18.8,Mumbai Indians,147,6,15.5,Mumbai Indians,4,wickets,True,-0.382,0.382
176,2010,2010-04-08,"Rajiv Gandhi International Stadium, Hyderabad",Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,204,9,19.7,Punjab Kings,97,9,13.1,Punjab Kings,1,wickets,True,2.951,-2.951
177,2010,2010-04-28,"Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,229,6,18.6,Punjab Kings,112,2,12.0,Punjab Kings,8,wickets,False,2.946,-2.946
178,2010,2010-04-05,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,193,3,18.4,Punjab Kings,113,8,12.6,Punjab Kings,2,wickets,True,1.582,-1.582
179,2010,2010-04-08,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,225,4,19.9,Punjab Kings,164,3,14.3,Punjab Kings,7,wickets,True,-0.179,0.179
180,2010,2010-04-02,"Rajiv Gandhi International Stadium, Hyderabad",Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Punjab Kings,201,8,18.4,Sunrisers Hyderabad,181,1,15.7,Sunrisers Hyderabad,9,wickets,True,-0.612,0.612
181,2010,2010-03-06,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Chennai Super Kings,204,2,18.8,Royal Challengers Bengaluru,130,7,13.7,Royal Challengers Bengaluru,3,wickets,False,1.378,-1.378
182,2010,2010-03-27,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,177,7,19.4,Delhi Capitals,100,9,14.1,Delhi Capitals,1,wickets,True,2.05,-2.05
183,2010,2010-03-09,"Rajiv Gandhi International Stadium, Hyderabad",Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,field,Mumbai Indians,226,2,18.9,Royal Challengers Bengaluru,99,2,11.9,Royal Challengers Bengaluru,8,wickets,True,3.583,-3.583
184,2010,2010-04-12,"Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Sunrisers Hyderabad,190,4,18.5,Chennai Super Kings,97,3,11.4,Chennai Super Kings,7,wickets,True,1.698,-1.698
185,2010,2010-03-27,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,Gujarat Titans,Gujarat Titans,bat,Royal Challengers Bengaluru,148,2,18.3,Gujarat Titans,197,6,17.8,Royal Challengers Bengaluru,49,runs,False,-2.972,2.972
186,2010,2010-04-04,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Delhi Capitals,Gujarat Titans,bat,Gujarat Titans,177,2,19.7,Delhi Capitals,161,3,16.2,Delhi Capitals,7,wickets,True,-0.976,0.976
187,2010,2010-03-22,"Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,Sunrisers Hyderabad,227,5,19.8,Chennai Super Kings,108,5,17.4,Chennai Super Kings,5,wickets,True,5.302,-5.302
188,2010,2010-04-27,"M.A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,bat,Royal Challengers Bengaluru,153,6,19.0,Delhi Capitals,155,6,14.0,Royal Challengers Bengaluru,2,runs,True,-3.062,3.062
189,2010,2010-04-27,"Rajiv Gandhi International Stadium, Hyderabad",Sunrisers Hyderabad,Royal Challengers Bengaluru,Sunrisers Hyderabad,field,Sunrisers Hyderabad,147,6,18.4,Royal Challengers Bengaluru,130,8,19.6,Royal Challengers Bengaluru,2,wickets,True,1.369,-1.369
190,2010,2010-03-09,"Eden Gardens, Kolkata",Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Lucknow Super Giants,192,5,20.0,Chennai Super Kings,113,1,14.1,Chennai Super Kings,9,wickets,True,1.612,-1.612
191,2010,2010-03-20,"Eden Gardens, Kolkata",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,172,9,18.6,Sunrisers Hyderabad,117,7,13.4,Sunrisers Hyderabad,3,wickets,True,0.494,-0.494
192,2010,2010-04-26,"Wankhede Stadium, Mumbai",Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,Gujarat Titans,220,7,19.1,Lucknow Super Giants,170,5,10.6,Lucknow Super Giants,5,wickets,True,-4.609,4.609
193,2010,2010-04-26,"Eden Gardens, Kolkata",Punjab Kings,Mumbai Indians,Punjab Kings,field,Punjab Kings,215,2,19.5,Mumbai Indians,160,3,18.7,Mumbai Indians,7,wickets,True,2.454,-2.454
194,2010,2010-03-19,"Arun Jaitley Stadium, Delhi",Royal Challengers Bengaluru,Lucknow Super Giants,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,207,3,18.5,Lucknow Super Giants,141,1,19.6,Lucknow Super Giants,9,wickets,True,4.013,-4.013
195,2010,2010-03-11,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,133,5,19.3,Sunrisers Hyderabad,126,2,18.9,Sunrisers Hyderabad,8,wickets,True,0.225,-0.225
196,2010,2010-03-03,"M.A. Chidambaram Stadium, Chennai",Delhi Capitals,Gujarat Titans,Delhi Capitals,field,Delhi Capitals,138,9,19.8,Gujarat Titans,203,3,11.7,Delhi Capitals,65,runs,False,-10.409,10.409
197,2010,2010-03-19,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Lucknow Super Giants,129,2,18.3,Chennai Super Kings,159,8,15.8,Lucknow Super Giants,30,runs,True,-2.999,2.999
198,2010,2010-03-24,"Punjab Cricket Association Stadium, Mohali",Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,field,Gujarat Titans,223,7,18.9,Kolkata Knight Riders,185,4,14.7,Kolkata Knight Riders,6,wickets,False,-0.803,0.803
199,2010,2010-04-23,"M.A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Royal Challengers Bengaluru,207,8,18.7,Sunrisers Hyderabad,222,7,18.6,Royal Challengers Bengaluru,15,runs,False,-0.866,0.866
200,2010,2010-03-19,"M. Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,Chennai Super Kings,191,9,18.6,Kolkata Knight Riders,227,6,12.9,Chennai Super Kings,36,runs,True,-7.325,7.325
201,2011,2011-03-12,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,Punjab Kings,156,7,19.3,Rajasthan Royals,163,7,10.7,Punjab Kings,7,runs,True,-7.114,7.114
202,2011,2011-04-14,"M. Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Kolkata Knight Riders,211,7,18.5,Mumbai Indians,206,8,15.5,Mumbai Indians,2,wickets,True,-1.905,1.905
203,2011,2011-03-15,"Punjab Cricket Association Stadium, Mohali",Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,Lucknow Super Giants,222,5,19.1,Rajasthan Royals,176,6,17.4,Rajasthan Royals,4,wickets,False,1.52,-1.52
